ID,ACTIVIDAD_ID,DUENO_ID,descripcion,duracion,ESTADO_ID,observaciones,createdAt,createdBy,modifiedAt,modifiedBy
d9f36da7-7aca-4cb2-91fc-ecdbd60dbd7a,7ee2b154-c08b-4654-9088-43da67934d44,92d65b9c-4b9f-499e-8364-a91052f2d450,BOLD adelantará sesión el 3 de julio para revisar el track de Sizing y capacidades.,4 semanas,f40b6bea-f837-4a5b-b055-26e112f42799,En espera de confirmación por parte de la PM.,,,,
3c937a2a-1806-42b7-9778-ddc4674d6a51,7ee2b154-c08b-4654-9088-43da67934d45,92d65b9c-4b9f-499e-8364-a91052f2d450,Las gerencias de proyecto compartirán matriz de stakeholders y cronograma actualizados en la siguiente sesión de seguimiento del PCCP.,4 semanas,f40b6bea-f837-4a5b-b055-26e112f42800,Aún pendiente.,,,,
07391b9d-85ce-4903-9f10-f4220f161f26,7ee2b154-c08b-4654-9088-43da67934d46,13de3c7e-afc2-4f94-bfb9-34b495a45ee7,"Cordinar el espacio para que BOLD pueda interactuar con el equipo de formación de SAP y revisar sus necesidades frente a procesos de formación formales en GROW. La Customer Office recomienda se contemple también la formación en las soluciones provistas por SAP para apoyar una adecuada gestión y administración (ALM, SAP for Me).",4 semanas,f40b6bea-f837-4a5b-b055-26e112f42801,Aún pendiente.,,,,
f42925d9-13a1-42f1-a57a-48b10afd0d28,7ee2b154-c08b-4654-9088-43da67934d47,13de3c7e-afc2-4f94-bfb9-34b495a45ee7,"Agendar espacio con BOLD para revisar los temas en los que puedan requerir su apoyo (capacidades, estructura de centros de costos, requerimientos de entidades de control, otros).",4 semanas,f40b6bea-f837-4a5b-b055-26e112f42802,Aún pendiente.,,,,
fd06c147-0739-4d62-b568-c2114692a5f6,7ee2b154-c08b-4654-9088-43da67934d48,92d65b9c-4b9f-499e-8364-a91052f2d450,Los PM (Cliente y Partner) del proyecto revisaran el diligenciamiento de los QGates que ha sido requerido desde el inicio del proyecto y que tienen una especial importancia en la fase en curso.,4 semanas,f40b6bea-f837-4a5b-b055-26e112f42803,Aún pendiente a pesar de los reiterados compromisos de entrega.,,,,
e8fb9a73-b53e-4c77-b242-27b836c43294,7ee2b154-c08b-4654-9088-43da67934d49,314ed9ed-58e2-4650-826d-a32352e57b0b,La Customer Office agendó la siguiente sesión de cadencia del PCCP el 18 de julio de 2025.,1 semana,2d5a11b2-9473-4d67-802e-da2a1c2edba9,Agendamiento realizado,,,,
bec2ee38-da0b-49d7-b9af-19b892d9b646,64a44df9-9abf-4a98-a4bb-28cc67088651,314ed9ed-58e2-4650-826d-a32352e57b0b,Se reenvía al Cliente y Partner el enlace en el que pueden revisar los servicios de Enterprise Support (CQC).,1 semana,2d5a11b2-9473-4d67-802e-da2a1c2edba10,Se compartio la información por correo electronico.,,,,
2663f85d-c192-4d54-b7ca-c3b91ef7a9a0,64a44df9-9abf-4a98-a4bb-28cc67088652,314ed9ed-58e2-4650-826d-a32352e57b0b,Siguiente sesión de cadencia agendada por la Customer Office para el 18 de julio de 2025.,1 semana,2d5a11b2-9473-4d67-802e-da2a1c2edba11,Agendamiento realizado,,,,
b6e9f393-7818-419b-bcf0-1f84d154c445,54504bcd-24be-4925-82e8-53fa2bed27f3,958f9b41-665e-4c79-9f61-5e6065e0229d,Se contacto el 8 de julio 2025 al responsable de adopción de IA Joule para RISE (Gabriel Gomez).,1 semana,2d5a11b2-9473-4d67-802e-da2a1c2edba12,Reunion finalizada,,,,
2328d95e-bbf3-4673-b0b5-9c37b0731813,54504bcd-24be-4925-82e8-53fa2bed27f3,958f9b41-665e-4c79-9f61-5e6065e0229d,Se realizará próxima sesión de cadencia el 17 de julio de 2025.,1 semana,2d5a11b2-9473-4d67-802e-da2a1c2edba13,Agendamiento realizado,,,,
9052bca4-c742-4e18-98f8-b0513fbcdebc,f01cfbfe-8164-400f-9db2-6981b1f87a8d,16ca1788-3ea1-4879-99a1-47091c1fbef9,"Se recomienda revisar internamente con el equipo SAP de la cuenta, el caso de la escalación a niveles superiores dentro de Softtek y como se avanzará.",4 semanas,2d5a11b2-9473-4d67-802e-da2a1c2edba14,Aún pendiente.,,,,
1f91c7ec-9c69-4639-8fc3-5db52ecf201c,f01cfbfe-8164-400f-9db2-6981b1f87a8d,314ed9ed-58e2-4650-826d-a32352e57b0b,"Se recomienda no abandonar la ejecución del Assessment de SAP de cara a los riesgos asociados a los Partners del proyecto, más allá de la acción de mejora adelantada por el Cliente con el ingreso de un nuevo gerente. De otro lado, la Customer Office pide al equipo de SAP no intervenir en la respuesta que Softtek brindará al Cliente sobre el Assessment realizado por MQA al ser responsabilidad directa del Partner.",4 semanas,2d5a11b2-9473-4d67-802e-da2a1c2edba15,Recomendación dada al Cliente.,,,,
3997f668-c908-4b5a-a63a-fd392d23be03,f01cfbfe-8164-400f-9db2-6981b1f87a8d,09ccee67-d55f-4660-b401-09246e6024f5,SAP Servicios solicita al equipo de PES Canales (Cristian Alí) reconfirmación de la aceptación de Softtek del pago del Assessment (USD 28K) junto con el envío de sus datos al requerirse crear un nuevo quote en Harmony para su aprobación.,4 semanas,2d5a11b2-9473-4d67-802e-da2a1c2edba16,Solicitud realizada.,,,,
8ca18360-05a3-4f4c-a0a8-ebf40fefd701,f01cfbfe-8164-400f-9db2-6981b1f87a8d,16ca1788-3ea1-4879-99a1-47091c1fbef9,"Comprometer a Softtek en el aseguramiento de consultores con los skill requeridos (directos, NBC, otro Partner).",4 semanas,f40b6bea-f837-4a5b-b055-26e112f42796,Aún pendiente.,,,,
01a9e083-88da-42d6-a870-c1ea84a7780a,f01cfbfe-8164-400f-9db2-6981b1f87a8d,f2d13217-da15-4f0f-9304-a740d6e264bf,"Contar con el cronograma vigente del proyecto y la matriz de riesgos actualizada y validada con las partes con sus planes de mitigación y remediación requeridos. Insumo clave para los servicios de SAP (avalada por el Cliente), solicitada a SAP PES PDM.",4 semanas,f40b6bea-f837-4a5b-b055-26e112f42796,Aún pendiente.,,,,
1a83497f-82e2-4f0d-8339-0b546f1e10fa,f01cfbfe-8164-400f-9db2-6981b1f87a8d,314ed9ed-58e2-4650-826d-a32352e57b0b,No se contempla hasta el momento ninguna concesión considerando que la responsabilidad de las fallas en el proyecto es del Partner implementador Softtek y costos adicionales que sean requeridos frente a la intervención de servicios de SAP se esperan sean cubiertos por el mismo.,1 semana,2d5a11b2-9473-4d67-802e-da2a1c2edba9,Comentario compartido al equipo SAP de la cuenta por correo electronico.,,,,
feeb5d63-c78d-4722-a3f8-43c6de27a861,f01cfbfe-8164-400f-9db2-6981b1f87a8d,314ed9ed-58e2-4650-826d-a32352e57b0b,Se coordinara con SAP PES (Cristian Alí) la siguiente sesión considerando la indisponibilidad de varios de los recursos que atienden la cuenta (hasta la tercera semana de julio 2025).,4 semanas,f40b6bea-f837-4a5b-b055-26e112f42796,Esta sesión sigue pendiente frente a la obligatoriedad de los asistentes.,,,,
5594fe0c-4a3a-4ac2-943c-97057511580d,c34ec62a-e168-4859-bd9e-9f50a084bf96,958f9b41-665e-4c79-9f61-5e6065e0229d,Se agendó la sesión de seguimiento a la escalación con el Cliente y el Partner para el 16 de julio 2025.,1 semana,2d5a11b2-9473-4d67-802e-da2a1c2edba9,Agendamiento realizado,,,,
f528774e-a8f2-4598-add7-15aa164dd745,c34ec62a-e168-4859-bd9e-9f50a084bf96,958f9b41-665e-4c79-9f61-5e6065e0229d,"Se ha identificado que SAP podría ayudar desde la Gerencia de Proyecto, para que se maneje con mayor claridad la gobernabilidad del mismo. También, en caso de persistir las deficiencias en la carga de datos de Hojas de Ruta y las adiciones que ha mencionado el Cliente sobre LETRA, se requerirá Consultoría para avanzar.",4 semanas,f40b6bea-f837-4a5b-b055-26e112f42796,Definicion de siguientes pasos aún pendiente.,,,,
